date,metric,label,value
2025-08-27,Clients,erigon,41
2025-08-27,Clients,reth,1
2025-08-27,Country,,17
2025-08-27,Country,AR,1
2025-08-27,Country,AT,1
2025-08-27,Country,AU,2
2025-08-27,Country,BE,7
2025-08-27,Country,BR,1
2025-08-27,Country,CA,2
2025-08-27,Country,CH,8
2025-08-27,Country,CY,1
2025-08-27,Country,CZ,1
2025-08-27,Country,DE,21
2025-08-27,Country,EC,1
2025-08-27,Country,ES,6
2025-08-27,Country,FI,7
2025-08-27,Country,FR,9
2025-08-27,Country,GB,2
2025-08-27,Country,HK,2
2025-08-27,Country,JP,4
2025-08-27,Country,LT,1
2025-08-27,Country,LU,1
2025-08-27,Country,MX,1
2025-08-27,Country,NG,1
2025-08-27,Country,NL,9
2025-08-27,Country,NO,1
2025-08-27,Country,NZ,2
2025-08-27,Country,PT,1
2025-08-27,Country,SG,3
2025-08-27,Country,SI,2
2025-08-27,Country,TH,1
2025-08-27,Country,TR,1
2025-08-27,Country,TW,1
2025-08-27,Country,UA,1
2025-08-27,Country,US,27
2025-08-27,Platform,ethereum-scraper,1
2025-08-27,Platform,linux-amd64,57
2025-08-27,Platform,linux-arm64,3
2025-08-27,Platform,linux-x64,74
2025-08-27,Platform,linux-x86_64,7
2025-08-27,Platform,windows-amd64,2
2025-08-27,Platform,x86_64-linux-gnu,1
2025-08-27,Platform,x86_64-unknown-linux-gnu,1
2025-08-27,Provider,,17
2025-08-27,Provider,AWS,2
2025-08-27,Provider,Carrier/Transit,1
2025-08-27,Provider,Google,6
2025-08-27,Provider,Hetzner,16
2025-08-27,Provider,Hosting/CDN (Other),6
2025-08-27,Provider,OVHcloud,3
2025-08-27,Provider,Oracle Cloud,2
2025-08-27,Provider,Public ISP (Home/Office),93
2025-08-28,Clients,Geth,20
2025-08-28,Clients,Nethermind,66
2025-08-28,Clients,OpenEthereum,1
2025-08-28,Clients,besu,7
2025-08-28,Clients,erigon,40
2025-08-28,Clients,reth,2
2025-08-28,Country,,19
2025-08-28,Country,AE,1
2025-08-28,Country,AR,2
2025-08-28,Country,AT,4
2025-08-28,Country,AU,3
2025-08-28,Country,BE,5
2025-08-28,Country,BR,1
2025-08-28,Country,CA,2
2025-08-28,Country,CH,7
2025-08-28,Country,CZ,1
2025-08-28,Country,DE,22
2025-08-28,Country,ES,3
2025-08-28,Country,FI,10
2025-08-28,Country,FR,6
2025-08-28,Country,GB,2
2025-08-28,Country,HK,2
2025-08-28,Country,JP,1
2025-08-28,Country,LT,1
2025-08-28,Country,MX,1
2025-08-28,Country,NG,1
2025-08-28,Country,NL,7
2025-08-28,Country,NZ,2
2025-08-28,Country,PL,1
2025-08-28,Country,PT,2
2025-08-28,Country,SG,3
2025-08-28,Country,SI,1
2025-08-28,Country,TH,1
2025-08-28,Country,US,25
2025-08-28,Platform,linux-amd64,56
2025-08-28,Platform,linux-arm64,2
2025-08-28,Platform,linux-x64,66
2025-08-28,Platform,linux-x86_64,7
2025-08-28,Platform,windows-amd64,2
2025-08-28,Platform,x86_64-linux-gnu,1
2025-08-28,Platform,x86_64-unknown-linux-gnu,2
2025-08-28,Provider,,19
2025-08-28,Provider,AWS,1
2025-08-28,Provider,Carrier/Transit,3
2025-08-28,Provider,Google,5
2025-08-28,Provider,Hetzner,20
2025-08-28,Provider,Hosting/CDN (Other),5
2025-08-28,Provider,OVHcloud,1
2025-08-28,Provider,Oracle Cloud,2
2025-08-28,Provider,Public ISP (Home/Office),80
2025-08-29,Clients,Geth,22
2025-08-29,Clients,Nethermind,46
2025-08-29,Clients,OpenEthereum,1
2025-08-29,Clients,besu,7
2025-08-29,Clients,erigon,36
2025-08-29,Clients,reth,2
2025-08-29,Country,,19
2025-08-29,Country,AR,1
2025-08-29,Country,AU,2
2025-08-29,Country,BE,5
2025-08-29,Country,BR,1
2025-08-29,Country,CA,2
2025-08-29,Country,CH,4
2025-08-29,Country,CZ,1
2025-08-29,Country,DE,19
2025-08-29,Country,EC,1
2025-08-29,Country,ES,2
2025-08-29,Country,FI,4
2025-08-29,Country,FR,4
2025-08-29,Country,GB,3
2025-08-29,Country,HK,2
2025-08-29,Country,JP,1
2025-08-29,Country,KR,1
2025-08-29,Country,NG,1
2025-08-29,Country,NL,7
2025-08-29,Country,NZ,1
2025-08-29,Country,PT,2
2025-08-29,Country,SI,1
2025-08-29,Country,TH,1
2025-08-29,Country,TW,1
2025-08-29,Country,US,28
2025-08-29,Platform,linux-amd64,55
2025-08-29,Platform,linux-arm64,2
2025-08-29,Platform,linux-x64,46
2025-08-29,Platform,linux-x86_64,7
2025-08-29,Platform,windows-amd64,1
2025-08-29,Platform,x86_64-linux-gnu,1
2025-08-29,Platform,x86_64-unknown-linux-gnu,2
2025-08-29,Provider,,19
2025-08-29,Provider,Carrier/Transit,2
2025-08-29,Provider,Google,5
2025-08-29,Provider,Hetzner,11
2025-08-29,Provider,Hosting/CDN (Other),5
2025-08-29,Provider,OVHcloud,2
2025-08-29,Provider,Oracle Cloud,1
2025-08-29,Provider,Public ISP (Home/Office),69
2025-08-30,Clients,Geth,22
2025-08-30,Clients,Nethermind,53
2025-08-30,Clients,OpenEthereum,1
2025-08-30,Clients,besu,7
2025-08-30,Clients,erigon,46
2025-08-30,Clients,reth,2
2025-08-30,Country,,17
2025-08-30,Country,AR,3
2025-08-30,Country,AT,1
2025-08-30,Country,AU,3
2025-08-30,Country,BE,6
2025-08-30,Country,BR,2
2025-08-30,Country,CH,4
2025-08-30,Country,CZ,2
2025-08-30,Country,DE,20
2025-08-30,Country,ES,2
2025-08-30,Country,FI,6
2025-08-30,Country,FR,10
2025-08-30,Country,GB,6
2025-08-30,Country,HK,2
2025-08-30,Country,JP,2
2025-08-30,Country,NG,1
2025-08-30,Country,NL,7
2025-08-30,Country,PL,1
2025-08-30,Country,PT,1
2025-08-30,Country,SG,1
2025-08-30,Country,SI,1
2025-08-30,Country,TH,1
2025-08-30,Country,TR,1
2025-08-30,Country,TW,1
2025-08-30,Country,US,30
2025-08-30,Platform,darwin-arm64,1
2025-08-30,Platform,linux-amd64,62
2025-08-30,Platform,linux-arm64,4
2025-08-30,Platform,linux-x64,51
2025-08-30,Platform,linux-x86_64,7
2025-08-30,Platform,windows-amd64,2
2025-08-30,Platform,windows-x64,1
2025-08-30,Platform,x86_64-linux-gnu,1
2025-08-30,Platform,x86_64-unknown-linux-gnu,2
2025-08-30,Provider,,17
2025-08-30,Provider,Carrier/Transit,4
2025-08-30,Provider,Google,6
2025-08-30,Provider,Hetzner,15
2025-08-30,Provider,Hosting/CDN (Other),5
2025-08-30,Provider,OVHcloud,6
2025-08-30,Provider,Oracle Cloud,2
2025-08-30,Provider,Public ISP (Home/Office),76
2025-08-31,Clients,Geth,22
2025-08-31,Clients,Nethermind,42
2025-08-31,Clients,OpenEthereum,1
2025-08-31,Clients,besu,7
2025-08-31,Clients,erigon,35
2025-08-31,Clients,reth,1
2025-08-31,Country,,18
2025-08-31,Country,AU,1
2025-08-31,Country,BE,7
2025-08-31,Country,BR,1
2025-08-31,Country,CA,1
2025-08-31,Country,CH,5
2025-08-31,Country,CZ,1
2025-08-31,Country,DE,15
2025-08-31,Country,ES,5
2025-08-31,Country,FI,3
2025-08-31,Country,FR,10
2025-08-31,Country,GB,4
2025-08-31,Country,HK,2
2025-08-31,Country,NL,8
2025-08-31,Country,PL,1
2025-08-31,Country,PT,1
2025-08-31,Country,SG,1
2025-08-31,Country,SI,1
2025-08-31,Country,TH,1
2025-08-31,Country,TW,1
2025-08-31,Country,UA,1
2025-08-31,Country,US,20
2025-08-31,Platform,linux-amd64,55
2025-08-31,Platform,linux-arm64,2
2025-08-31,Platform,linux-x64,41
2025-08-31,Platform,linux-x86_64,7
2025-08-31,Platform,windows-amd64,1
2025-08-31,Platform,x86_64-linux-gnu,1
2025-08-31,Platform,x86_64-unknown-linux-gnu,1
2025-08-31,Provider,,18
2025-08-31,Provider,Carrier/Transit,2
2025-08-31,Provider,Google,6
2025-08-31,Provider,Hetzner,8
2025-08-31,Provider,Hosting/CDN (Other),5
2025-08-31,Provider,OVHcloud,3
2025-08-31,Provider,Oracle Cloud,1
2025-08-31,Provider,Public ISP (Home/Office),65
2025-09-01,Clients,Geth,22
2025-09-01,Clients,Nethermind,60
2025-09-01,Clients,OpenEthereum,1
2025-09-01,Clients,besu,7
2025-09-01,Clients,erigon,44
2025-09-01,Clients,reth,1
2025-09-01,Country,,26
2025-09-01,Country,AR,1
2025-09-01,Country,AU,3
2025-09-01,Country,BE,6
2025-09-01,Country,BR,1
2025-09-01,Country,CA,1
2025-09-01,Country,CH,6
2025-09-01,Country,CZ,1
2025-09-01,Country,DE,21
2025-09-01,Country,EC,1
2025-09-01,Country,ES,4
2025-09-01,Country,FI,2
2025-09-01,Country,FR,7
2025-09-01,Country,GB,2
2025-09-01,Country,HK,2
2025-09-01,Country,JP,1
2025-09-01,Country,NL,8
2025-09-01,Country,NO,1
2025-09-01,Country,NZ,1
2025-09-01,Country,PL,1
2025-09-01,Country,RU,2
2025-09-01,Country,SG,2
2025-09-01,Country,SI,1
2025-09-01,Country,UA,1
2025-09-01,Country,US,33
2025-09-01,Platform,linux-amd64,63
2025-09-01,Platform,linux-arm64,3
2025-09-01,Platform,linux-x64,59
2025-09-01,Platform,linux-x86_64,7
2025-09-01,Platform,windows-amd64,1
2025-09-01,Platform,x86_64-linux-gnu,1
2025-09-01,Platform,x86_64-unknown-linux-gnu,1
2025-09-01,Provider,,26
2025-09-01,Provider,AWS,1
2025-09-01,Provider,Carrier/Transit,2
2025-09-01,Provider,Google,7
2025-09-01,Provider,Hetzner,11
2025-09-01,Provider,Hosting/CDN (Other),5
2025-09-01,Provider,OVHcloud,4
2025-09-01,Provider,Oracle Cloud,1
2025-09-01,Provider,Public ISP (Home/Office),78
2025-09-02,Clients,Geth,22
2025-09-02,Clients,Nethermind,63
2025-09-02,Clients,OpenEthereum,1
2025-09-02,Clients,besu,7
2025-09-02,Clients,erigon,46
2025-09-02,Clients,reth,1
2025-09-02,Country,,26
2025-09-02,Country,AE,1
2025-09-02,Country,AR,3
2025-09-02,Country,AU,2
2025-09-02,Country,BE,8
2025-09-02,Country,BR,1
2025-09-02,Country,CH,7
2025-09-02,Country,CY,1
2025-09-02,Country,CZ,2
2025-09-02,Country,DE,17
2025-09-02,Country,EC,1
2025-09-02,Country,ES,4
2025-09-02,Country,FI,7
2025-09-02,Country,FR,7
2025-09-02,Country,GB,4
2025-09-02,Country,HK,2
2025-09-02,Country,MX,1
2025-09-02,Country,NL,7
2025-09-02,Country,PL,1
2025-09-02,Country,PT,1
2025-09-02,Country,RU,1
2025-09-02,Country,SG,3
2025-09-02,Country,SI,1
2025-09-02,Country,TR,1
2025-09-02,Country,UA,1
2025-09-02,Country,US,30
2025-09-02,Platform,linux-amd64,65
2025-09-02,Platform,linux-arm64,3
2025-09-02,Platform,linux-x64,61
2025-09-02,Platform,linux-x86_64,7
2025-09-02,Platform,windows-amd64,1
2025-09-02,Platform,windows-x64,1
2025-09-02,Platform,x86_64-linux-gnu,1
2025-09-02,Platform,x86_64-unknown-linux-gnu,1
2025-09-02,Provider,,26
2025-09-02,Provider,AWS,1
2025-09-02,Provider,Carrier/Transit,3
2025-09-02,Provider,Google,7
2025-09-02,Provider,Hetzner,14
2025-09-02,Provider,Hosting/CDN (Other),4
2025-09-02,Provider,OVHcloud,3
2025-09-02,Provider,Oracle Cloud,2
2025-09-02,Provider,Public ISP (Home/Office),80
2025-09-03,Clients,Geth,22
2025-09-03,Clients,Nethermind,47
2025-09-03,Clients,OpenEthereum,1
2025-09-03,Clients,besu,7
2025-09-03,Clients,erigon,43
2025-09-03,Clients,reth,2
2025-09-03,Country,,26
2025-09-03,Country,AU,2
2025-09-03,Country,BE,8
2025-09-03,Country,BR,1
2025-09-03,Country,CH,4
2025-09-03,Country,CZ,1
2025-09-03,Country,DE,21
2025-09-03,Country,ES,1
2025-09-03,Country,FI,4
2025-09-03,Country,FR,10
2025-09-03,Country,GB,6
2025-09-03,Country,HK,2
2025-09-03,Country,LT,1
2025-09-03,Country,NL,8
2025-09-03,Country,PT,1
2025-09-03,Country,RU,2
2025-09-03,Country,SI,1
2025-09-03,Country,UA,2
2025-09-03,Country,US,21
2025-09-03,Platform,linux-amd64,61
2025-09-03,Platform,linux-arm64,3
2025-09-03,Platform,linux-x64,47
2025-09-03,Platform,linux-x86_64,7
2025-09-03,Platform,windows-amd64,1
2025-09-03,Platform,x86_64-linux-gnu,1
2025-09-03,Platform,x86_64-unknown-linux-gnu,2
2025-09-03,Provider,,26
2025-09-03,Provider,Carrier/Transit,1
2025-09-03,Provider,Google,7
2025-09-03,Provider,Hetzner,15
2025-09-03,Provider,Hosting/CDN (Other),4
2025-09-03,Provider,OVHcloud,3
2025-09-03,Provider,Oracle Cloud,1
2025-09-03,Provider,Public ISP (Home/Office),65
2025-09-04,Clients,Geth,22
2025-09-04,Clients,Nethermind,50
2025-09-04,Clients,OpenEthereum,1
2025-09-04,Clients,Unknown,1
2025-09-04,Clients,besu,7
2025-09-04,Clients,erigon,37
2025-09-04,Clients,reth,1
2025-09-04,Country,,33
2025-09-04,Country,AU,2
2025-09-04,Country,BE,7
2025-09-04,Country,BR,1
2025-09-04,Country,CA,2
2025-09-04,Country,CH,5
2025-09-04,Country,CZ,1
2025-09-04,Country,DE,17
2025-09-04,Country,FI,5
2025-09-04,Country,FR,7
2025-09-04,Country,GB,3
2025-09-04,Country,HK,2
2025-09-04,Country,NL,6
2025-09-04,Country,PT,3
2025-09-04,Country,RU,2
2025-09-04,Country,SI,1
2025-09-04,Country,UA,2
2025-09-04,Country,US,20
2025-09-04,Platform,ethereum-scraper,1
2025-09-04,Platform,linux-amd64,57
2025-09-04,Platform,linux-arm64,2
2025-09-04,Platform,linux-x64,50
2025-09-04,Platform,linux-x86_64,7
2025-09-04,Platform,x86_64-linux-gnu,1
2025-09-04,Platform,x86_64-unknown-linux-gnu,1
2025-09-04,Provider,,33
2025-09-04,Provider,Carrier/Transit,1
2025-09-04,Provider,Google,7
2025-09-04,Provider,Hetzner,14
2025-09-04,Provider,Hosting/CDN (Other),4
2025-09-04,Provider,OVHcloud,3
2025-09-04,Provider,Public ISP (Home/Office),57
2025-09-05,Clients,Geth,22
2025-09-05,Clients,Nethermind,42
2025-09-05,Clients,OpenEthereum,1
2025-09-05,Clients,Unknown,1
2025-09-05,Clients,besu,7
2025-09-05,Clients,erigon,43
2025-09-05,Clients,reth,1
2025-09-05,Country,,32
2025-09-05,Country,AT,1
2025-09-05,Country,AU,1
2025-09-05,Country,BE,5
2025-09-05,Country,BR,1
2025-09-05,Country,CH,5
2025-09-05,Country,CZ,2
2025-09-05,Country,DE,15
2025-09-05,Country,FI,5
2025-09-05,Country,FR,10
2025-09-05,Country,GB,3
2025-09-05,Country,HK,2
2025-09-05,Country,NL,6
2025-09-05,Country,PT,1
2025-09-05,Country,SI,1
2025-09-05,Country,UA,1
2025-09-05,Country,US,26
2025-09-05,Platform,ethereum-scraper,1
2025-09-05,Platform,linux-amd64,62
2025-09-05,Platform,linux-arm64,3
2025-09-05,Platform,linux-x64,40
2025-09-05,Platform,linux-x86_64,7
2025-09-05,Platform,windows-amd64,1
2025-09-05,Platform,windows-x64,1
2025-09-05,Platform,x86_64-linux-gnu,1
2025-09-05,Platform,x86_64-unknown-linux-gnu,1
2025-09-05,Provider,,32
2025-09-05,Provider,AWS,1
2025-09-05,Provider,Carrier/Transit,2
2025-09-05,Provider,Google,5
2025-09-05,Provider,Hetzner,12
2025-09-05,Provider,Hosting/CDN (Other),4
2025-09-05,Provider,OVHcloud,4
2025-09-05,Provider,Oracle Cloud,2
2025-09-05,Provider,Public ISP (Home/Office),55
2025-09-06,Clients,Geth,22
2025-09-06,Clients,Nethermind,34
2025-09-06,Clients,OpenEthereum,1
2025-09-06,Clients,Unknown,1
2025-09-06,Clients,besu,7
2025-09-06,Clients,erigon,39
2025-09-06,Clients,reth,1
2025-09-06,Country,,24
2025-09-06,Country,AT,1
2025-09-06,Country,AU,1
2025-09-06,Country,BE,5
2025-09-06,Country,BG,2
2025-09-06,Country,BR,1
2025-09-06,Country,CH,6
2025-09-06,Country,CZ,1
2025-09-06,Country,DE,18
2025-09-06,Country,ES,1
2025-09-06,Country,FI,1
2025-09-06,Country,FR,8
2025-09-06,Country,GB,2
2025-09-06,Country,HK,2
2025-09-06,Country,NG,1
2025-09-06,Country,NL,7
2025-09-06,Country,PT,1
2025-09-06,Country,RU,2
2025-09-06,Country,SI,1
2025-09-06,Country,UA,1
2025-09-06,Country,US,19
2025-09-06,Platform,ethereum-scraper,1
2025-09-06,Platform,linux-amd64,59
2025-09-06,Platform,linux-arm64,2
2025-09-06,Platform,linux-x64,33
2025-09-06,Platform,linux-x86_64,7
2025-09-06,Platform,windows-x64,1
2025-09-06,Platform,x86_64-linux-gnu,1
2025-09-06,Platform,x86_64-unknown-linux-gnu,1
2025-09-06,Provider,,24
2025-09-06,Provider,Carrier/Transit,1
2025-09-06,Provider,Google,5
2025-09-06,Provider,Hetzner,10
2025-09-06,Provider,Hosting/CDN (Other),5
2025-09-06,Provider,OVHcloud,3
2025-09-06,Provider,Oracle Cloud,1
2025-09-06,Provider,Public ISP (Home/Office),56
2025-09-07,Clients,Geth,22
2025-09-07,Clients,Nethermind,37
2025-09-07,Clients,OpenEthereum,1
2025-09-07,Clients,Unknown,1
2025-09-07,Clients,besu,7
2025-09-07,Clients,erigon,39
2025-09-07,Clients,reth,1
2025-09-07,Country,,26
2025-09-07,Country,BE,3
2025-09-07,Country,BG,1
2025-09-07,Country,BR,1
2025-09-07,Country,CH,6
2025-09-07,Country,CY,1
2025-09-07,Country,CZ,1
2025-09-07,Country,DE,18
2025-09-07,Country,FI,2
2025-09-07,Country,FR,8
2025-09-07,Country,GB,2
2025-09-07,Country,HK,2
2025-09-07,Country,NL,9
2025-09-07,Country,RU,1
2025-09-07,Country,SG,2
2025-09-07,Country,SI,1
2025-09-07,Country,US,24
2025-09-07,Platform,ethereum-scraper,1
2025-09-07,Platform,linux-amd64,57
2025-09-07,Platform,linux-arm64,3
2025-09-07,Platform,linux-x64,37
2025-09-07,Platform,linux-x86_64,7
2025-09-07,Platform,windows-amd64,1
2025-09-07,Platform,x86_64-linux-gnu,1
2025-09-07,Platform,x86_64-unknown-linux-gnu,1
2025-09-07,Provider,,26
2025-09-07,Provider,Carrier/Transit,1
2025-09-07,Provider,Google,3
2025-09-07,Provider,Hetzner,12
2025-09-07,Provider,Hosting/CDN (Other),6
2025-09-07,Provider,OVHcloud,5
2025-09-07,Provider,Oracle Cloud,1
2025-09-07,Provider,Public ISP (Home/Office),54
2025-09-08,Clients,Geth,22
2025-09-08,Clients,Nethermind,30
2025-09-08,Clients,OpenEthereum,1
2025-09-08,Clients,Unknown,1
2025-09-08,Clients,besu,7
2025-09-08,Clients,erigon,51
2025-09-08,Clients,reth,2
2025-09-08,Country,,25
2025-09-08,Country,AD,1
2025-09-08,Country,AR,1
2025-09-08,Country,AT,1
2025-09-08,Country,BE,3
2025-09-08,Country,BR,1
2025-09-08,Country,CH,5
2025-09-08,Country,CZ,1
2025-09-08,Country,DE,19
2025-09-08,Country,EE,1
2025-09-08,Country,ES,1
2025-09-08,Country,FI,4
2025-09-08,Country,FR,10
2025-09-08,Country,GB,2
2025-09-08,Country,HK,2
2025-09-08,Country,NL,6
2025-09-08,Country,RU,1
2025-09-08,Country,SG,1
2025-09-08,Country,SI,1
2025-09-08,Country,US,28
2025-09-08,Platform,ethereum-scraper,1
2025-09-08,Platform,linux-amd64,68
2025-09-08,Platform,linux-arm64,6
2025-09-08,Platform,linux-x64,26
2025-09-08,Platform,linux-x86_64,7
2025-09-08,Platform,windows-amd64,1
2025-09-08,Platform,windows-x64,2
2025-09-08,Platform,x86_64-linux-gnu,1
2025-09-08,Platform,x86_64-unknown-linux-gnu,2
2025-09-08,Provider,,25
2025-09-08,Provider,Carrier/Transit,2
2025-09-08,Provider,Google,3
2025-09-08,Provider,Hetzner,14
2025-09-08,Provider,Hosting/CDN (Other),4
2025-09-08,Provider,OVHcloud,6
2025-09-08,Provider,Oracle Cloud,3
2025-09-08,Provider,Public ISP (Home/Office),57
2025-09-09,Clients,Geth,22
2025-09-09,Clients,Nethermind,27
2025-09-09,Clients,OpenEthereum,1
2025-09-09,Clients,besu,7
2025-09-09,Clients,erigon,41
2025-09-09,Clients,reth,1
2025-09-09,Country,,29
2025-09-09,Country,BE,2
2025-09-09,Country,BG,1
2025-09-09,Country,BR,1
2025-09-09,Country,CH,5
2025-09-09,Country,CZ,1
2025-09-09,Country,DE,13
2025-09-09,Country,ES,2
2025-09-09,Country,FI,1
2025-09-09,Country,FR,11
2025-09-09,Country,GB,2
2025-09-09,Country,HK,2
2025-09-09,Country,KR,1
2025-09-09,Country,NL,7
2025-09-09,Country,PT,1
2025-09-09,Country,SG,1
2025-09-09,Country,SI,1
2025-09-09,Country,US,18
2025-09-09,Platform,linux-amd64,60
2025-09-09,Platform,linux-arm64,3
2025-09-09,Platform,linux-x64,27
2025-09-09,Platform,linux-x86_64,7
2025-09-09,Platform,x86_64-linux-gnu,1
2025-09-09,Platform,x86_64-unknown-linux-gnu,1
2025-09-09,Provider,,29
2025-09-09,Provider,Carrier/Transit,1
2025-09-09,Provider,Google,2
2025-09-09,Provider,Hetzner,9
2025-09-09,Provider,Hosting/CDN (Other),4
2025-09-09,Provider,OVHcloud,5
2025-09-09,Provider,Public ISP (Home/Office),49
2025-09-10,Clients,Geth,22
2025-09-10,Clients,Nethermind,29
2025-09-10,Clients,OpenEthereum,1
2025-09-10,Clients,Unknown,1
2025-09-10,Clients,besu,7
2025-09-10,Clients,erigon,48
2025-09-10,Clients,reth,1
2025-09-10,Country,,25
2025-09-10,Country,AD,1
2025-09-10,Country,AT,1
2025-09-10,Country,BE,3
2025-09-10,Country,BR,1
2025-09-10,Country,CA,2
2025-09-10,Country,CH,8
2025-09-10,Country,CZ,2
2025-09-10,Country,DE,12
2025-09-10,Country,ES,2
2025-09-10,Country,FI,5
2025-09-10,Country,FR,9
2025-09-10,Country,GB,2
2025-09-10,Country,HK,2
2025-09-10,Country,NL,9
2025-09-10,Country,PT,1
2025-09-10,Country,SG,2
2025-09-10,Country,SI,1
2025-09-10,Country,US,21
2025-09-10,Platform,ethereum-scraper,1
2025-09-10,Platform,linux-amd64,67
2025-09-10,Platform,linux-arm64,4
2025-09-10,Platform,linux-x64,27
2025-09-10,Platform,linux-x86_64,7
2025-09-10,Platform,windows-x64,1
2025-09-10,Platform,x86_64-linux-gnu,1
2025-09-10,Platform,x86_64-unknown-linux-gnu,1
2025-09-10,Provider,,25
2025-09-10,Provider,Carrier/Transit,1
2025-09-10,Provider,Google,2
2025-09-10,Provider,Hetzner,12
2025-09-10,Provider,Hosting/CDN (Other),6
2025-09-10,Provider,OVHcloud,6
2025-09-10,Provider,Oracle Cloud,1
2025-09-10,Provider,Public ISP (Home/Office),56
2025-09-11,Clients,Geth,23
2025-09-11,Clients,Nethermind,34
2025-09-11,Clients,OpenEthereum,1
2025-09-11,Clients,Unknown,1
2025-09-11,Clients,besu,7
2025-09-11,Clients,erigon,44
2025-09-11,Clients,reth,1
2025-09-11,Country,,34
2025-09-11,Country,BE,3
2025-09-11,Country,BR,1
2025-09-11,Country,CA,2
2025-09-11,Country,CH,5
2025-09-11,Country,CZ,1
2025-09-11,Country,DE,15
2025-09-11,Country,ES,1
2025-09-11,Country,FI,2
2025-09-11,Country,FR,8
2025-09-11,Country,GB,2
2025-09-11,Country,HK,2
2025-09-11,Country,NG,1
2025-09-11,Country,NL,9
2025-09-11,Country,PT,2
2025-09-11,Country,SG,2
2025-09-11,Country,SI,1
2025-09-11,Country,US,20
2025-09-11,Platform,ethereum-scraper,1
2025-09-11,Platform,linux-amd64,65
2025-09-11,Platform,linux-arm64,2
2025-09-11,Platform,linux-x64,33
2025-09-11,Platform,linux-x86_64,7
2025-09-11,Platform,windows-x64,1
2025-09-11,Platform,x86_64-linux-gnu,1
2025-09-11,Platform,x86_64-unknown-linux-gnu,1
2025-09-11,Provider,,34
2025-09-11,Provider,Carrier/Transit,1
2025-09-11,Provider,Google,2
2025-09-11,Provider,Hetzner,11
2025-09-11,Provider,Hosting/CDN (Other),5
2025-09-11,Provider,OVHcloud,6
2025-09-11,Provider,Oracle Cloud,1
2025-09-11,Provider,Public ISP (Home/Office),51
2025-09-12,Clients,Geth,24
2025-09-12,Clients,Nethermind,33
2025-09-12,Clients,OpenEthereum,1
2025-09-12,Clients,besu,7
2025-09-12,Clients,erigon,45
2025-09-12,Clients,reth,1
2025-09-12,Country,,34
2025-09-12,Country,BE,2
2025-09-12,Country,BG,1
2025-09-12,Country,BR,1
2025-09-12,Country,CA,1
2025-09-12,Country,CH,5
2025-09-12,Country,CZ,1
2025-09-12,Country,DE,15
2025-09-12,Country,ES,1
2025-09-12,Country,FI,3
2025-09-12,Country,FR,12
2025-09-12,Country,GB,2
2025-09-12,Country,HK,2
2025-09-12,Country,JP,1
2025-09-12,Country,NG,1
2025-09-12,Country,NL,6
2025-09-12,Country,NZ,1
2025-09-12,Country,SG,1
2025-09-12,Country,SI,1
2025-09-12,Country,US,20
2025-09-12,Platform,linux-amd64,67
2025-09-12,Platform,linux-arm64,2
2025-09-12,Platform,linux-x64,33
2025-09-12,Platform,linux-x86_64,7
2025-09-12,Platform,x86_64-linux-gnu,1
2025-09-12,Platform,x86_64-unknown-linux-gnu,1
2025-09-12,Provider,,34
2025-09-12,Provider,Carrier/Transit,1
2025-09-12,Provider,Google,2
2025-09-12,Provider,Hetzner,12
2025-09-12,Provider,Hosting/CDN (Other),4
2025-09-12,Provider,OVHcloud,5
2025-09-12,Provider,Public ISP (Home/Office),53
2025-09-13,Clients,Geth,23
2025-09-13,Clients,Nethermind,25
2025-09-13,Clients,OpenEthereum,1
2025-09-13,Clients,besu,7
2025-09-13,Clients,erigon,38
2025-09-13,Clients,reth,1
2025-09-13,Country,,29
2025-09-13,Country,AR,1
2025-09-13,Country,AU,1
2025-09-13,Country,BE,4
2025-09-13,Country,BR,1
2025-09-13,Country,CA,2
2025-09-13,Country,CH,5
2025-09-13,Country,CZ,1
2025-09-13,Country,DE,11
2025-09-13,Country,FI,2
2025-09-13,Country,FR,5
2025-09-13,Country,GB,3
2025-09-13,Country,HK,2
2025-09-13,Country,NG,1
2025-09-13,Country,NL,6
2025-09-13,Country,SI,1
2025-09-13,Country,US,20
2025-09-13,Platform,linux-amd64,58
2025-09-13,Platform,linux-arm64,3
2025-09-13,Platform,linux-x64,24
2025-09-13,Platform,linux-x86_64,7
2025-09-13,Platform,windows-amd64,1
2025-09-13,Platform,x86_64-linux-gnu,1
2025-09-13,Platform,x86_64-unknown-linux-gnu,1
2025-09-13,Provider,,29
2025-09-13,Provider,Carrier/Transit,1
2025-09-13,Provider,Google,2
2025-09-13,Provider,Hetzner,9
2025-09-13,Provider,Hosting/CDN (Other),4
2025-09-13,Provider,OVHcloud,4
2025-09-13,Provider,Oracle Cloud,1
2025-09-13,Provider,Public ISP (Home/Office),45
2025-09-14,Clients,Geth,23
2025-09-14,Clients,Nethermind,25
2025-09-14,Clients,OpenEthereum,1
2025-09-14,Clients,besu,7
2025-09-14,Clients,erigon,39
2025-09-14,Clients,reth,1
2025-09-14,Country,,29
2025-09-14,Country,BE,3
2025-09-14,Country,BG,1
2025-09-14,Country,CA,1
2025-09-14,Country,CH,5
2025-09-14,Country,CZ,1
2025-09-14,Country,DE,9
2025-09-14,Country,ES,1
2025-09-14,Country,FI,1
2025-09-14,Country,FR,5
2025-09-14,Country,GB,3
2025-09-14,Country,HK,2
2025-09-14,Country,JP,1
