date,metric,label,value
2025-06-26,Clients,Geth,35
2025-06-26,Clients,Nethermind,211
2025-06-26,Clients,OpenEthereum,1
2025-06-26,Clients,besu,7
2025-06-26,Clients,erigon,37
2025-06-26,Clients,reth,2
2025-06-26,Country,,28
2025-06-26,Country,AE,1
2025-06-26,Country,AR,6
2025-06-26,Country,AT,2
2025-06-26,Country,AU,10
2025-06-26,Country,BE,13
2025-06-26,Country,BG,2
2025-06-26,Country,BR,1
2025-06-26,Country,CA,9
2025-06-26,Country,CH,17
2025-06-26,Country,CN,1
2025-06-26,Country,CZ,2
2025-06-26,Country,DE,32
2025-06-26,Country,DK,1
2025-06-26,Country,EC,1
2025-06-26,Country,EE,2
2025-06-26,Country,ES,11
2025-06-26,Country,FI,16
2025-06-26,Country,FR,22
2025-06-26,Country,GB,7
2025-06-26,Country,GI,1
2025-06-26,Country,HK,3
2025-06-26,Country,HU,1
2025-06-26,Country,IE,2
2025-06-26,Country,JP,4
2025-06-26,Country,NG,1
2025-06-26,Country,NL,10
2025-06-26,Country,NO,2
2025-06-26,Country,PL,1
2025-06-26,Country,RO,1
2025-06-26,Country,RU,2
2025-06-26,Country,SE,3
2025-06-26,Country,SG,8
2025-06-26,Country,SI,1
2025-06-26,Country,TH,1
2025-06-26,Country,TR,1
2025-06-26,Country,UA,1
2025-06-26,Country,US,66
2025-06-26,Platform,linux-amd64,69
2025-06-26,Platform,linux-arm64,10
2025-06-26,Platform,linux-x64,200
2025-06-26,Platform,linux-x86_64,7
2025-06-26,Platform,windows-amd64,1
2025-06-26,Platform,windows-x64,3
2025-06-26,Platform,x86_64-linux-gnu,1
2025-06-26,Platform,x86_64-unknown-linux-gnu,2
2025-06-26,Provider,,28
2025-06-26,Provider,AWS,1
2025-06-26,Provider,Akamai,1
2025-06-26,Provider,Alibaba Cloud,1
2025-06-26,Provider,Carrier/Transit,6
2025-06-26,Provider,Google,9
2025-06-26,Provider,Hetzner,26
2025-06-26,Provider,Hosting/CDN (Other),6
2025-06-26,Provider,OVHcloud,30
2025-06-26,Provider,Oracle Cloud,2
2025-06-26,Provider,Public ISP (Home/Office),181
2025-06-26,Provider,Scaleway,2
2025-06-27,Clients,Geth,34
2025-06-27,Clients,Nethermind,226
2025-06-27,Clients,OpenEthereum,1
2025-06-27,Clients,besu,7
2025-06-27,Clients,erigon,34
2025-06-27,Clients,reth,2
2025-06-27,Country,,33
2025-06-27,Country,AD,1
2025-06-27,Country,AE,1
2025-06-27,Country,AR,5
2025-06-27,Country,AT,2
2025-06-27,Country,AU,7
2025-06-27,Country,BE,13
2025-06-27,Country,BG,2
2025-06-27,Country,BR,1
2025-06-27,Country,CA,9
2025-06-27,Country,CH,12
2025-06-27,Country,CN,1
2025-06-27,Country,CZ,2
2025-06-27,Country,DE,32
2025-06-27,Country,DK,1
2025-06-27,Country,EE,1
2025-06-27,Country,ES,8
2025-06-27,Country,FI,19
2025-06-27,Country,FR,24
2025-06-27,Country,GB,9
2025-06-27,Country,HK,3
2025-06-27,Country,HU,1
2025-06-27,Country,IE,1
2025-06-27,Country,JP,4
2025-06-27,Country,NG,1
2025-06-27,Country,NL,13
2025-06-27,Country,NO,1
2025-06-27,Country,NZ,1
2025-06-27,Country,PL,3
2025-06-27,Country,RO,1
2025-06-27,Country,RU,2
2025-06-27,Country,SE,2
2025-06-27,Country,SG,10
2025-06-27,Country,TH,1
2025-06-27,Country,TR,1
2025-06-27,Country,UA,4
2025-06-27,Country,US,72
2025-06-27,Platform,linux-amd64,67
2025-06-27,Platform,linux-arm64,9
2025-06-27,Platform,linux-x64,216
2025-06-27,Platform,linux-x86_64,7
2025-06-27,Platform,windows-amd64,1
2025-06-27,Platform,windows-x64,1
2025-06-27,Platform,x86_64-linux-gnu,1
2025-06-27,Platform,x86_64-unknown-linux-gnu,2
2025-06-27,Provider,,33
2025-06-27,Provider,AWS,2
2025-06-27,Provider,Akamai,5
2025-06-27,Provider,Alibaba Cloud,1
2025-06-27,Provider,Carrier/Transit,5
2025-06-27,Provider,Google,9
2025-06-27,Provider,Hetzner,27
2025-06-27,Provider,Hosting/CDN (Other),6
2025-06-27,Provider,OVHcloud,32
2025-06-27,Provider,Oracle Cloud,1
2025-06-27,Provider,Public ISP (Home/Office),182
2025-06-27,Provider,Scaleway,1
2025-06-28,Clients,Geth,35
2025-06-28,Clients,Nethermind,231
2025-06-28,Clients,OpenEthereum,1
2025-06-28,Clients,besu,7
2025-06-28,Clients,erigon,35
2025-06-28,Clients,reth,2
2025-06-28,Country,,31
2025-06-28,Country,AD,1
2025-06-28,Country,AE,1
2025-06-28,Country,AR,5
2025-06-28,Country,AT,3
2025-06-28,Country,AU,7
2025-06-28,Country,BE,13
2025-06-28,Country,BG,2
2025-06-28,Country,BR,1
2025-06-28,Country,CA,12
2025-06-28,Country,CH,13
2025-06-28,Country,CN,1
2025-06-28,Country,CY,1
2025-06-28,Country,CZ,2
2025-06-28,Country,DE,37
2025-06-28,Country,DK,1
2025-06-28,Country,EC,1
2025-06-28,Country,EE,1
2025-06-28,Country,ES,11
2025-06-28,Country,FI,13
2025-06-28,Country,FR,24
2025-06-28,Country,GB,9
2025-06-28,Country,GI,2
2025-06-28,Country,HK,3
2025-06-28,Country,HU,1
2025-06-28,Country,IE,1
2025-06-28,Country,JP,4
2025-06-28,Country,NG,1
2025-06-28,Country,NL,12
2025-06-28,Country,NO,1
2025-06-28,Country,NZ,1
2025-06-28,Country,PL,2
2025-06-28,Country,PT,1
2025-06-28,Country,RO,1
2025-06-28,Country,RU,2
2025-06-28,Country,SE,2
2025-06-28,Country,SG,9
2025-06-28,Country,SI,2
2025-06-28,Country,TH,1
2025-06-28,Country,TR,1
2025-06-28,Country,UA,3
2025-06-28,Country,US,71
2025-06-28,Platform,linux-amd64,67
2025-06-28,Platform,linux-arm64,10
2025-06-28,Platform,linux-x64,218
2025-06-28,Platform,linux-x86_64,7
2025-06-28,Platform,windows-amd64,2
2025-06-28,Platform,windows-x64,4
2025-06-28,Platform,x86_64-linux-gnu,1
2025-06-28,Platform,x86_64-unknown-linux-gnu,2
2025-06-28,Provider,,31
2025-06-28,Provider,AWS,4
2025-06-28,Provider,Alibaba Cloud,1
2025-06-28,Provider,Carrier/Transit,6
2025-06-28,Provider,Google,8
2025-06-28,Provider,Hetzner,23
2025-06-28,Provider,Hosting/CDN (Other),5
2025-06-28,Provider,OVHcloud,32
2025-06-28,Provider,Oracle Cloud,5
2025-06-28,Provider,Public ISP (Home/Office),194
2025-06-28,Provider,Scaleway,2
2025-06-29,Clients,Geth,35
2025-06-29,Clients,Nethermind,222
2025-06-29,Clients,OpenEthereum,1
2025-06-29,Clients,besu,7
2025-06-29,Clients,erigon,36
2025-06-29,Clients,reth,2
2025-06-29,Country,,32
2025-06-29,Country,AE,1
2025-06-29,Country,AR,6
2025-06-29,Country,AT,3
2025-06-29,Country,AU,8
2025-06-29,Country,BE,14
2025-06-29,Country,BG,1
2025-06-29,Country,BR,1
2025-06-29,Country,CA,12
2025-06-29,Country,CH,8
2025-06-29,Country,CN,1
2025-06-29,Country,CZ,3
2025-06-29,Country,DE,34
2025-06-29,Country,DK,1
2025-06-29,Country,EE,2
2025-06-29,Country,ES,9
2025-06-29,Country,FI,14
2025-06-29,Country,FR,22
2025-06-29,Country,GB,10
2025-06-29,Country,GI,1
2025-06-29,Country,HK,4
2025-06-29,Country,IT,1
2025-06-29,Country,JP,4
2025-06-29,Country,NG,1
2025-06-29,Country,NL,12
2025-06-29,Country,NO,1
2025-06-29,Country,NZ,1
2025-06-29,Country,PL,2
2025-06-29,Country,RO,1
2025-06-29,Country,RU,3
2025-06-29,Country,SE,4
2025-06-29,Country,SG,5
2025-06-29,Country,SI,2
2025-06-29,Country,TH,1
2025-06-29,Country,UA,4
2025-06-29,Country,US,74
2025-06-29,Platform,linux-amd64,69
2025-06-29,Platform,linux-arm64,10
2025-06-29,Platform,linux-x64,211
2025-06-29,Platform,linux-x86_64,7
2025-06-29,Platform,windows-amd64,1
2025-06-29,Platform,windows-x64,2
2025-06-29,Platform,x86_64-linux-gnu,1
2025-06-29,Platform,x86_64-unknown-linux-gnu,2
2025-06-29,Provider,,32
2025-06-29,Provider,AWS,5
2025-06-29,Provider,Alibaba Cloud,1
2025-06-29,Provider,Carrier/Transit,4
2025-06-29,Provider,Google,9
2025-06-29,Provider,Hetzner,24
2025-06-29,Provider,Hosting/CDN (Other),5
2025-06-29,Provider,OVHcloud,26
2025-06-29,Provider,Oracle Cloud,2
2025-06-29,Provider,Public ISP (Home/Office),193
2025-06-29,Provider,Scaleway,2
2025-06-30,Clients,Geth,35
2025-06-30,Clients,Nethermind,229
2025-06-30,Clients,OpenEthereum,1
2025-06-30,Clients,Unknown,1
2025-06-30,Clients,besu,7
2025-06-30,Clients,erigon,34
2025-06-30,Clients,reth,2
2025-06-30,Country,,33
2025-06-30,Country,AE,1
2025-06-30,Country,AR,5
2025-06-30,Country,AT,2
2025-06-30,Country,AU,10
2025-06-30,Country,BE,15
2025-06-30,Country,BG,1
2025-06-30,Country,BR,1
2025-06-30,Country,CA,11
2025-06-30,Country,CH,12
2025-06-30,Country,CN,1
2025-06-30,Country,CZ,2
2025-06-30,Country,DE,34
2025-06-30,Country,EC,1
2025-06-30,Country,EE,1
2025-06-30,Country,ES,9
2025-06-30,Country,FI,17
2025-06-30,Country,FR,26
2025-06-30,Country,GB,8
2025-06-30,Country,GI,2
2025-06-30,Country,HK,4
2025-06-30,Country,HU,1
2025-06-30,Country,IE,1
2025-06-30,Country,JP,4
2025-06-30,Country,MT,1
2025-06-30,Country,NG,1
2025-06-30,Country,NL,12
2025-06-30,Country,NZ,1
2025-06-30,Country,PL,2
2025-06-30,Country,PT,2
2025-06-30,Country,RU,2
2025-06-30,Country,SE,2
2025-06-30,Country,SG,9
2025-06-30,Country,SI,2
2025-06-30,Country,TH,1
2025-06-30,Country,TR,1
2025-06-30,Country,UA,2
2025-06-30,Country,US,69
2025-06-30,Platform,ethereum-scraper,1
2025-06-30,Platform,linux-amd64,66
2025-06-30,Platform,linux-arm64,9
2025-06-30,Platform,linux-x64,219
2025-06-30,Platform,linux-x86_64,7
2025-06-30,Platform,windows-amd64,2
2025-06-30,Platform,windows-x64,2
2025-06-30,Platform,x86_64-linux-gnu,1
2025-06-30,Platform,x86_64-unknown-linux-gnu,2
2025-06-30,Provider,,33
2025-06-30,Provider,AWS,2
2025-06-30,Provider,Alibaba Cloud,1
2025-06-30,Provider,Carrier/Transit,3
2025-06-30,Provider,Google,10
2025-06-30,Provider,Hetzner,28
2025-06-30,Provider,Hosting/CDN (Other),7
2025-06-30,Provider,OVHcloud,32
2025-06-30,Provider,Oracle Cloud,2
2025-06-30,Provider,Public ISP (Home/Office),189
2025-06-30,Provider,Scaleway,2
2025-07-01,Clients,Geth,35
2025-07-01,Clients,Nethermind,231
2025-07-01,Clients,OpenEthereum,1
2025-07-01,Clients,besu,7
2025-07-01,Clients,erigon,40
2025-07-01,Clients,reth,2
2025-07-01,Country,,36
2025-07-01,Country,AD,1
2025-07-01,Country,AE,1
2025-07-01,Country,AR,7
2025-07-01,Country,AT,1
2025-07-01,Country,AU,8
2025-07-01,Country,BE,13
2025-07-01,Country,BG,1
2025-07-01,Country,BR,1
2025-07-01,Country,CA,8
2025-07-01,Country,CH,12
2025-07-01,Country,CN,1
2025-07-01,Country,CY,1
2025-07-01,Country,CZ,2
2025-07-01,Country,DE,41
2025-07-01,Country,DK,1
2025-07-01,Country,EC,1
2025-07-01,Country,EE,2
2025-07-01,Country,ES,10
2025-07-01,Country,FI,12
2025-07-01,Country,FR,25
2025-07-01,Country,GB,10
2025-07-01,Country,GI,2
2025-07-01,Country,HK,4
2025-07-01,Country,JP,4
2025-07-01,Country,NG,1
2025-07-01,Country,NL,12
2025-07-01,Country,NO,1
2025-07-01,Country,NZ,1
2025-07-01,Country,PL,2
2025-07-01,Country,RO,1
2025-07-01,Country,RU,2
2025-07-01,Country,SG,9
2025-07-01,Country,SI,2
2025-07-01,Country,TH,1
2025-07-01,Country,TR,1
2025-07-01,Country,UA,1
2025-07-01,Country,US,77
2025-07-01,Platform,linux-amd64,73
2025-07-01,Platform,linux-arm64,9
2025-07-01,Platform,linux-x64,220
2025-07-01,Platform,linux-x86_64,7
2025-07-01,Platform,windows-amd64,1
2025-07-01,Platform,windows-x64,3
2025-07-01,Platform,x86_64-linux-gnu,1
2025-07-01,Platform,x86_64-unknown-linux-gnu,2
2025-07-01,Provider,,36
2025-07-01,Provider,AWS,2
2025-07-01,Provider,Alibaba Cloud,1
2025-07-01,Provider,Carrier/Transit,6
2025-07-01,Provider,Google,9
2025-07-01,Provider,Hetzner,26
2025-07-01,Provider,Hosting/CDN (Other),6
2025-07-01,Provider,OVHcloud,27
2025-07-01,Provider,Oracle Cloud,4
2025-07-01,Provider,Public ISP (Home/Office),197
2025-07-01,Provider,Scaleway,2
2025-07-02,Clients,Geth,32
2025-07-02,Clients,Nethermind,227
2025-07-02,Clients,OpenEthereum,1
2025-07-02,Clients,besu,7
2025-07-02,Clients,erigon,40
2025-07-02,Clients,reth,1
2025-07-02,Country,,36
2025-07-02,Country,AE,1
2025-07-02,Country,AR,5
2025-07-02,Country,AT,3
2025-07-02,Country,AU,10
2025-07-02,Country,BE,10
2025-07-02,Country,BR,1
2025-07-02,Country,CA,11
2025-07-02,Country,CH,10
2025-07-02,Country,CN,1
2025-07-02,Country,CZ,2
2025-07-02,Country,DE,35
2025-07-02,Country,EC,1
2025-07-02,Country,EE,2
2025-07-02,Country,ES,9
2025-07-02,Country,FI,12
2025-07-02,Country,FR,19
2025-07-02,Country,GB,12
2025-07-02,Country,GI,3
2025-07-02,Country,HK,3
2025-07-02,Country,HU,1
2025-07-02,Country,IE,1
2025-07-02,Country,JP,4
2025-07-02,Country,NG,1
2025-07-02,Country,NL,14
2025-07-02,Country,NO,1
2025-07-02,Country,NZ,1
2025-07-02,Country,PL,2
2025-07-02,Country,RO,1
2025-07-02,Country,RU,2
2025-07-02,Country,SE,1
2025-07-02,Country,SG,11
2025-07-02,Country,SI,2
2025-07-02,Country,TH,1
2025-07-02,Country,TR,1
2025-07-02,Country,TW,1
2025-07-02,Country,UA,3
2025-07-02,Country,US,74
2025-07-02,Platform,linux-amd64,70
2025-07-02,Platform,linux-arm64,10
2025-07-02,Platform,linux-x64,214
2025-07-02,Platform,linux-x86_64,7
2025-07-02,Platform,windows-amd64,1
2025-07-02,Platform,windows-x64,4
2025-07-02,Platform,x86_64-linux-gnu,1
2025-07-02,Platform,x86_64-unknown-linux-gnu,1
2025-07-02,Provider,,36
2025-07-02,Provider,AWS,2
2025-07-02,Provider,Alibaba Cloud,1
2025-07-02,Provider,Carrier/Transit,6
2025-07-02,Provider,Google,7
2025-07-02,Provider,Hetzner,22
2025-07-02,Provider,Hosting/CDN (Other),6
2025-07-02,Provider,OVHcloud,33
2025-07-02,Provider,Oracle Cloud,4
2025-07-02,Provider,Public ISP (Home/Office),190
2025-07-02,Provider,Scaleway,1
2025-07-03,Clients,Geth,34
2025-07-03,Clients,Nethermind,177
2025-07-03,Clients,OpenEthereum,1
2025-07-03,Clients,Unknown,1
2025-07-03,Clients,besu,7
2025-07-03,Clients,erigon,39
2025-07-03,Clients,reth,3
2025-07-03,Country,,31
2025-07-03,Country,AE,1
2025-07-03,Country,AR,6
2025-07-03,Country,AT,3
2025-07-03,Country,AU,8
2025-07-03,Country,BE,11
2025-07-03,Country,BR,1
2025-07-03,Country,CA,7
2025-07-03,Country,CH,10
2025-07-03,Country,CN,1
2025-07-03,Country,CZ,1
2025-07-03,Country,DE,29
2025-07-03,Country,EC,1
2025-07-03,Country,EE,1
2025-07-03,Country,ES,11
2025-07-03,Country,FI,13
2025-07-03,Country,FR,19
2025-07-03,Country,GB,8
2025-07-03,Country,GI,1
2025-07-03,Country,HK,4
2025-07-03,Country,HU,1
2025-07-03,Country,IE,1
2025-07-03,Country,JP,4
2025-07-03,Country,NG,1
2025-07-03,Country,NL,16
2025-07-03,Country,NO,1
2025-07-03,Country,NZ,1
2025-07-03,Country,PL,1
2025-07-03,Country,RO,1
2025-07-03,Country,SG,7
2025-07-03,Country,SI,3
2025-07-03,Country,TH,1
2025-07-03,Country,TR,1
2025-07-03,Country,TW,1
2025-07-03,Country,UA,1
2025-07-03,Country,US,54
2025-07-03,Platform,ethereum-scraper,1
2025-07-03,Platform,linux-amd64,70
2025-07-03,Platform,linux-arm64,10
2025-07-03,Platform,linux-x64,167
2025-07-03,Platform,linux-x86_64,7
2025-07-03,Platform,windows-amd64,1
2025-07-03,Platform,windows-x64,2
2025-07-03,Platform,x86_64-linux-gnu,1
2025-07-03,Platform,x86_64-unknown-linux-gnu,3
2025-07-03,Provider,,31
2025-07-03,Provider,AWS,1
2025-07-03,Provider,Alibaba Cloud,1
2025-07-03,Provider,Carrier/Transit,5
2025-07-03,Provider,Google,8
2025-07-03,Provider,Hetzner,27
2025-07-03,Provider,Hosting/CDN (Other),9
2025-07-03,Provider,OVHcloud,28
2025-07-03,Provider,Oracle Cloud,1
2025-07-03,Provider,Public ISP (Home/Office),150
2025-07-03,Provider,Scaleway,1
2025-07-04,Clients,Geth,34
2025-07-04,Clients,Nethermind,196
2025-07-04,Clients,OpenEthereum,1
2025-07-04,Clients,besu,7
2025-07-04,Clients,erigon,35
2025-07-04,Clients,reth,1
2025-07-04,Country,,30
2025-07-04,Country,AR,5
2025-07-04,Country,AT,1
2025-07-04,Country,AU,6
2025-07-04,Country,BE,8
2025-07-04,Country,BR,1
2025-07-04,Country,CA,8
2025-07-04,Country,CH,7
2025-07-04,Country,CN,1
2025-07-04,Country,CZ,1
2025-07-04,Country,DE,37
2025-07-04,Country,EC,1
2025-07-04,Country,EE,2
2025-07-04,Country,ES,9
2025-07-04,Country,FI,13
2025-07-04,Country,FR,20
2025-07-04,Country,GB,10
2025-07-04,Country,GI,2
2025-07-04,Country,HK,3
2025-07-04,Country,HU,1
2025-07-04,Country,IE,1
2025-07-04,Country,JP,2
2025-07-04,Country,LU,1
2025-07-04,Country,NG,1
2025-07-04,Country,NL,15
2025-07-04,Country,NO,1
2025-07-04,Country,NZ,1
2025-07-04,Country,PL,2
2025-07-04,Country,RO,1
2025-07-04,Country,RU,2
2025-07-04,Country,SE,1
2025-07-04,Country,SG,8
2025-07-04,Country,SI,1
2025-07-04,Country,TH,1
2025-07-04,Country,TR,1
2025-07-04,Country,UA,2
2025-07-04,Country,US,67
2025-07-04,Platform,linux-amd64,67
2025-07-04,Platform,linux-arm64,10
2025-07-04,Platform,linux-x64,186
2025-07-04,Platform,linux-x86_64,7
2025-07-04,Platform,windows-amd64,1
2025-07-04,Platform,windows-x64,1
2025-07-04,Platform,x86_64-linux-gnu,1
2025-07-04,Platform,x86_64-unknown-linux-gnu,1
2025-07-04,Provider,,30
2025-07-04,Provider,AWS,2
2025-07-04,Provider,Alibaba Cloud,1
2025-07-04,Provider,Carrier/Transit,4
2025-07-04,Provider,DigitalOcean,1
2025-07-04,Provider,Google,8
2025-07-04,Provider,Hetzner,22
2025-07-04,Provider,Hosting/CDN (Other),6
2025-07-04,Provider,OVHcloud,31
2025-07-04,Provider,Oracle Cloud,1
2025-07-04,Provider,Public ISP (Home/Office),167
2025-07-04,Provider,Scaleway,1
2025-07-05,Clients,Geth,36
2025-07-05,Clients,Nethermind,194
2025-07-05,Clients,OpenEthereum,1
2025-07-05,Clients,besu,7
2025-07-05,Clients,erigon,32
2025-07-05,Clients,reth,1
2025-07-05,Country,,32
2025-07-05,Country,AE,1
2025-07-05,Country,AR,6
2025-07-05,Country,AT,2
2025-07-05,Country,AU,9
2025-07-05,Country,BE,8
2025-07-05,Country,BR,1
2025-07-05,Country,CA,5
2025-07-05,Country,CH,8
2025-07-05,Country,CN,1
2025-07-05,Country,CZ,2
2025-07-05,Country,DE,34
2025-07-05,Country,EC,1
2025-07-05,Country,EE,1
2025-07-05,Country,ES,8
2025-07-05,Country,FI,9
2025-07-05,Country,FR,24
2025-07-05,Country,GB,13
2025-07-05,Country,GI,1
2025-07-05,Country,HK,3
2025-07-05,Country,HU,1
2025-07-05,Country,IE,3
2025-07-05,Country,JP,4
2025-07-05,Country,NG,1
2025-07-05,Country,NL,16
2025-07-05,Country,NO,1
2025-07-05,Country,NZ,1
2025-07-05,Country,PL,1
2025-07-05,Country,RU,1
2025-07-05,Country,SG,6
2025-07-05,Country,SI,2
2025-07-05,Country,TH,1
2025-07-05,Country,TW,1
2025-07-05,Country,UA,1
2025-07-05,Country,US,62
2025-07-05,Platform,linux-amd64,67
2025-07-05,Platform,linux-arm64,10
2025-07-05,Platform,linux-x64,183
2025-07-05,Platform,linux-x86_64,7
2025-07-05,Platform,windows-amd64,1
2025-07-05,Platform,windows-x64,1
2025-07-05,Platform,x86_64-linux-gnu,1
2025-07-05,Platform,x86_64-unknown-linux-gnu,1
2025-07-05,Provider,,32
2025-07-05,Provider,AWS,2
2025-07-05,Provider,Alibaba Cloud,1
2025-07-05,Provider,Carrier/Transit,5
2025-07-05,Provider,DigitalOcean,1
2025-07-05,Provider,Google,7
2025-07-05,Provider,Hetzner,22
2025-07-05,Provider,Hosting/CDN (Other),6
2025-07-05,Provider,OVHcloud,28
2025-07-05,Provider,Oracle Cloud,1
2025-07-05,Provider,Public ISP (Home/Office),165
2025-07-05,Provider,Scaleway,1
2025-07-06,Clients,Geth,35
2025-07-06,Clients,Nethermind,184
2025-07-06,Clients,OpenEthereum,1
2025-07-06,Clients,Unknown,1
2025-07-06,Clients,besu,7
2025-07-06,Clients,erigon,31
2025-07-06,Clients,reth,2
2025-07-06,Country,,30
2025-07-06,Country,AE,1
2025-07-06,Country,AR,5
2025-07-06,Country,AT,2
2025-07-06,Country,AU,10
2025-07-06,Country,BE,10
2025-07-06,Country,BR,1
2025-07-06,Country,CA,6
2025-07-06,Country,CH,10
2025-07-06,Country,CN,1
2025-07-06,Country,CZ,2
2025-07-06,Country,DE,28
2025-07-06,Country,EC,1
2025-07-06,Country,EE,1
2025-07-06,Country,ES,7
2025-07-06,Country,FI,11
2025-07-06,Country,FR,21
2025-07-06,Country,GB,10
2025-07-06,Country,GI,1
2025-07-06,Country,HK,3
2025-07-06,Country,HU,1
2025-07-06,Country,IE,2
2025-07-06,Country,IT,1
2025-07-06,Country,JP,3
2025-07-06,Country,NG,1
2025-07-06,Country,NL,15
2025-07-06,Country,NZ,1
2025-07-06,Country,PL,1
2025-07-06,Country,PT,2
2025-07-06,Country,RU,2
2025-07-06,Country,SG,4
2025-07-06,Country,SI,2
2025-07-06,Country,TH,1
2025-07-06,Country,TW,1
2025-07-06,Country,UA,2
2025-07-06,Country,US,61
2025-07-06,Platform,ethereum-scraper,1
2025-07-06,Platform,linux-amd64,65
2025-07-06,Platform,linux-arm64,9
2025-07-06,Platform,linux-x64,174
2025-07-06,Platform,linux-x86_64,7
2025-07-06,Platform,windows-amd64,1
2025-07-06,Platform,windows-x64,1
2025-07-06,Platform,x86_64-linux-gnu,1
2025-07-06,Platform,x86_64-unknown-linux-gnu,2
2025-07-06,Provider,,30
2025-07-06,Provider,AWS,1
2025-07-06,Provider,Alibaba Cloud,1
2025-07-06,Provider,Carrier/Transit,5
2025-07-06,Provider,DigitalOcean,1
2025-07-06,Provider,Google,8
2025-07-06,Provider,Hetzner,18
2025-07-06,Provider,Hosting/CDN (Other),7
2025-07-06,Provider,OVHcloud,24
2025-07-06,Provider,Oracle Cloud,1
2025-07-06,Provider,Public ISP (Home/Office),164
2025-07-06,Provider,Scaleway,1
2025-07-07,Clients,Geth,34
2025-07-07,Clients,Nethermind,192
2025-07-07,Clients,OpenEthereum,1
2025-07-07,Clients,besu,7
2025-07-07,Clients,erigon,36
2025-07-07,Clients,reth,3
2025-07-07,Country,,33
2025-07-07,Country,AR,5
2025-07-07,Country,AT,2
2025-07-07,Country,AU,10
2025-07-07,Country,BE,10
2025-07-07,Country,BG,1
2025-07-07,Country,BR,1
2025-07-07,Country,CA,9
2025-07-07,Country,CH,9
2025-07-07,Country,CN,1
2025-07-07,Country,CY,1
2025-07-07,Country,CZ,1
2025-07-07,Country,DE,29
2025-07-07,Country,EC,1
2025-07-07,Country,EE,2
2025-07-07,Country,ES,9
2025-07-07,Country,FI,9
2025-07-07,Country,FR,28
2025-07-07,Country,GB,10
2025-07-07,Country,GI,2
2025-07-07,Country,HK,4
2025-07-07,Country,HU,1
2025-07-07,Country,IE,2
2025-07-07,Country,JP,4
2025-07-07,Country,LV,1
2025-07-07,Country,NG,1
2025-07-07,Country,NL,14
2025-07-07,Country,NZ,1
2025-07-07,Country,PL,2
2025-07-07,Country,PT,2
2025-07-07,Country,SG,7
2025-07-07,Country,SI,2
2025-07-07,Country,TH,1
2025-07-07,Country,TR,1
2025-07-07,Country,TW,1
2025-07-07,Country,UA,3
2025-07-07,Country,US,53
2025-07-07,Platform,linux-amd64,69
2025-07-07,Platform,linux-arm64,9
2025-07-07,Platform,linux-x64,180
2025-07-07,Platform,linux-x86_64,7
2025-07-07,Platform,windows-amd64,1
2025-07-07,Platform,windows-x64,3
2025-07-07,Platform,x86_64-linux-gnu,1
2025-07-07,Platform,x86_64-unknown-linux-gnu,3
2025-07-07,Provider,,33
2025-07-07,Provider,AWS,2
2025-07-07,Provider,Alibaba Cloud,1
2025-07-07,Provider,Carrier/Transit,4
2025-07-07,Provider,Google,7
2025-07-07,Provider,Hetzner,22
2025-07-07,Provider,Hosting/CDN (Other),6
2025-07-07,Provider,OVHcloud,30
2025-07-07,Provider,Oracle Cloud,2
2025-07-07,Provider,Public ISP (Home/Office),165
2025-07-07,Provider,Scaleway,1
2025-07-08,Clients,Geth,35
2025-07-08,Clients,Nethermind,200
2025-07-08,Clients,OpenEthereum,1
2025-07-08,Clients,Unknown,1
2025-07-08,Clients,besu,7
2025-07-08,Clients,erigon,38
2025-07-08,Clients,reth,1
2025-07-08,Country,,29
2025-07-08,Country,AD,1
2025-07-08,Country,AE,1
2025-07-08,Country,AR,5
2025-07-08,Country,AT,3
2025-07-08,Country,AU,11
2025-07-08,Country,BE,11
2025-07-08,Country,BR,1
2025-07-08,Country,CA,9
2025-07-08,Country,CH,8
2025-07-08,Country,CN,1
2025-07-08,Country,CZ,3
2025-07-08,Country,DE,25
2025-07-08,Country,EC,1
2025-07-08,Country,EE,1
2025-07-08,Country,ES,9
2025-07-08,Country,FI,9
2025-07-08,Country,FR,28
2025-07-08,Country,GB,11
2025-07-08,Country,GI,1
2025-07-08,Country,HK,3
2025-07-08,Country,HU,1
2025-07-08,Country,IE,1
2025-07-08,Country,JP,3
2025-07-08,Country,MX,2
2025-07-08,Country,NG,1
2025-07-08,Country,NL,17
2025-07-08,Country,NO,1
2025-07-08,Country,NZ,1
2025-07-08,Country,PL,2
2025-07-08,Country,PT,1
2025-07-08,Country,RU,2
2025-07-08,Country,SE,3
2025-07-08,Country,SG,8
2025-07-08,Country,SI,3
2025-07-08,Country,TH,1
2025-07-08,Country,TW,1
2025-07-08,Country,UA,3
2025-07-08,Country,US,61
2025-07-08,Platform,ethereum-scraper,1
2025-07-08,Platform,linux-amd64,70
2025-07-08,Platform,linux-arm64,12
2025-07-08,Platform,linux-x64,188
2025-07-08,Platform,linux-x86_64,7
2025-07-08,Platform,windows-amd64,2
2025-07-08,Platform,windows-x64,1
2025-07-08,Platform,x86_64-linux-gnu,1
2025-07-08,Platform,x86_64-unknown-linux-gnu,1
2025-07-08,Provider,,29
2025-07-08,Provider,AWS,1
2025-07-08,Provider,Alibaba Cloud,1
2025-07-08,Provider,Carrier/Transit,6
2025-07-08,Provider,DigitalOcean,1
2025-07-08,Provider,Google,6
2025-07-08,Provider,Hetzner,21
